datetimeUtc,co,no,no2,nox,o3,pm10,target_pm25,so2
2023-02-15 05:00:00+00:00,0.1,,0.0141,,0.025,,4.8,0.0004
2023-02-15 06:00:00+00:00,0.1,,0.019,,0.02,,3.6,0.0004
2023-02-15 07:00:00+00:00,0.1,,0.0137,,0.023,,3.2,0.0004
2023-02-15 08:00:00+00:00,0.1,,0.0125,,0.025,,3.3,0.0004
2023-02-15 09:00:00+00:00,0.1,,0.0135,,0.024,,3.0,0.0003
2023-02-15 10:00:00+00:00,0.1,,0.0161,,0.021,,2.9,0.0004
2023-02-15 11:00:00+00:00,0.1,,0.0198,,0.02,,3.4,0.0004
2023-02-15 12:00:00+00:00,0.1,,0.0148,,,,2.9,0.0004
2023-02-15 13:00:00+00:00,0.1,,0.0128,,0.028,,3.0,0.0004
2023-02-15 14:00:00+00:00,0.1,,0.0141,,0.027,,3.5,0.0004
2023-02-15 15:00:00+00:00,0.1,,0.0102,,0.032,,3.6,0.0004
2023-02-15 16:00:00+00:00,0.1,,0.006,,0.038,,4.0,0.0004
2023-02-15 17:00:00+00:00,0.0,,0.0029,,0.041,,4.1,0.0004
2023-02-15 18:00:00+00:00,0.1,,0.0026,,0.041,,4.6,0.0004
2023-02-15 19:00:00+00:00,0.1,,0.0056,,0.038,,6.0,0.0006
2023-02-15 20:00:00+00:00,0.1,,0.0048,,0.039,,5.7,0.0005
2023-02-15 21:00:00+00:00,0.1,,0.0039,,0.042,,5.6,0.0005
2023-02-15 22:00:00+00:00,0.1,,0.0031,,0.045,,4.8,0.0004
2023-02-15 23:00:00+00:00,0.1,,0.002,,0.047,,3.9,0.0004
2023-02-16 00:00:00+00:00,0.1,,0.0027,,0.046,,3.8,0.0003
2023-02-16 01:00:00+00:00,0.1,,0.0066,,0.04,,5.1,0.0005
2023-03-19 02:00:00+00:00,0.1,,0.0041,,0.051,12.0,3.7,0.0003
2023-03-19 03:00:00+00:00,0.1,,0.0065,,0.046,8.0,3.9,0.0003
2023-03-19 04:00:00+00:00,0.1,,0.0036,,0.05,9.0,3.7,0.0003
2023-03-19 05:00:00+00:00,0.1,,0.0028,,0.051,7.0,3.3,0.0003
2023-03-19 06:00:00+00:00,0.1,,0.0039,,0.05,9.0,3.3,0.0003
2023-03-19 07:00:00+00:00,0.1,,0.0026,,0.051,0.0,3.3,0.0003
2023-03-19 08:00:00+00:00,0.1,,0.0025,,0.051,2.0,3.2,0.0003
2023-03-19 09:00:00+00:00,0.1,,0.0041,,0.047,4.0,2.5,0.0003
2023-03-19 10:00:00+00:00,0.1,,0.0118,,0.036,13.0,2.6,0.0003
2023-03-19 11:00:00+00:00,0.1,,0.0151,,0.032,8.0,2.4,0.0003
2023-03-19 12:00:00+00:00,0.1,,,,0.031,7.0,2.3,0.0003
2023-03-19 13:00:00+00:00,0.2,,0.017,,0.029,5.0,2.5,0.0003
2023-03-19 14:00:00+00:00,0.2,,0.0162,,0.028,18.0,2.6,0.0004
2023-03-19 15:00:00+00:00,0.3,,0.0247,,0.022,16.0,2.9,0.0006
2023-03-19 16:00:00+00:00,0.1,,0.0089,,0.039,3.0,2.6,0.0004
2023-03-19 17:00:00+00:00,0.1,,0.0055,,0.042,7.0,3.0,0.0004
2023-03-19 18:00:00+00:00,0.1,,0.0039,,0.046,,3.3,0.0004
2023-03-19 19:00:00+00:00,0.1,,0.0037,,0.047,,4.3,0.0004
2023-03-19 20:00:00+00:00,0.1,,0.0028,,0.051,,4.3,0.0004
2023-03-19 21:00:00+00:00,0.1,,0.002,,0.053,,4.1,0.0004
2023-03-19 22:00:00+00:00,0.1,,0.0018,,0.053,,3.8,0.0004
2023-03-19 23:00:00+00:00,0.1,,0.0017,,0.053,,3.7,0.0004
2023-03-20 00:00:00+00:00,0.1,,0.0025,,0.051,,3.7,0.0004
2023-03-20 01:00:00+00:00,0.1,,0.0027,,0.05,,3.9,0.0004
2023-03-20 02:00:00+00:00,0.1,,0.003,,0.048,,4.3,0.0004
2023-03-20 03:00:00+00:00,0.0,,0.0021,,0.048,,4.4,0.0004
2023-03-20 04:00:00+00:00,0.0,,0.0028,,0.046,,4.6,0.0004
2023-03-20 05:00:00+00:00,0.0,,0.0035,,0.043,,4.8,0.0004
2023-03-20 06:00:00+00:00,0.0,,0.0029,,0.044,,4.3,0.0004
2023-03-20 07:00:00+00:00,0.0,,0.0023,,0.043,,4.0,0.0004
2023-03-20 08:00:00+00:00,0.0,,0.0023,,0.042,,3.7,0.0004
2023-03-20 09:00:00+00:00,0.0,,0.0036,,0.039,,3.3,0.0004
2023-03-20 10:00:00+00:00,0.1,,0.0056,,0.035,,3.4,0.0004
2023-03-20 11:00:00+00:00,0.0,,0.0045,,0.036,,2.4,0.0004
2023-03-20 12:00:00+00:00,0.0,,0.0033,,0.038,,2.2,0.0004
2023-03-20 13:00:00+00:00,,,0.0058,,0.036,,2.8,0.0004
2023-03-20 14:00:00+00:00,0.1,,0.0084,,0.033,,3.2,0.0004
2023-03-20 15:00:00+00:00,0.2,,0.0126,,0.027,,3.8,0.0004
2023-03-20 16:00:00+00:00,0.1,,0.0113,,0.029,,3.3,0.0004
2023-03-21 02:00:00+00:00,0.2,,0.0199,,0.025,14.0,4.6,0.0005
2023-03-21 03:00:00+00:00,0.2,,0.0173,,0.026,-1.0,5.7,0.0004
2023-03-21 04:00:00+00:00,0.1,,0.0076,,0.04,6.0,4.6,0.0004
2023-03-21 05:00:00+00:00,0.1,,0.0106,,0.038,9.0,4.2,0.0004
2023-03-21 06:00:00+00:00,0.1,,0.0104,,0.037,2.0,3.7,0.0003
2023-03-21 07:00:00+00:00,0.1,,0.0117,,0.032,-3.0,4.0,0.0004
2023-03-21 08:00:00+00:00,0.2,,0.0127,,0.03,11.0,6.9,0.0004
2023-03-21 09:00:00+00:00,0.1,,0.0128,,0.026,3.0,9.4,0.0003
2023-03-21 10:00:00+00:00,0.1,,0.0123,,0.028,4.0,4.4,0.0004
2023-03-21 11:00:00+00:00,0.1,,0.0103,,0.032,-3.0,2.7,0.0004
2023-03-21 12:00:00+00:00,0.1,,0.0184,,0.02,8.0,3.6,
2023-03-21 13:00:00+00:00,0.3,,0.0281,,0.009,4.0,6.0,0.0005
2023-03-21 14:00:00+00:00,0.5,,0.0321,,0.004,7.0,5.6,0.0007
2023-03-21 15:00:00+00:00,0.4,,0.0208,,0.021,-2.0,4.3,0.0007
2023-03-21 16:00:00+00:00,0.2,,0.0095,,0.036,,4.8,0.0005
2023-03-21 17:00:00+00:00,0.1,,0.0081,,0.038,9.0,2.6,0.0005
2023-03-21 18:00:00+00:00,0.1,,0.0077,,,0.0,2.6,0.0005
2023-03-21 19:00:00+00:00,0.1,,0.0092,,,17.0,2.6,0.0005
2023-03-21 20:00:00+00:00,0.1,,0.0058,,0.041,8.0,2.6,
2023-03-21 21:00:00+00:00,0.1,,0.0049,,0.043,14.0,2.6,
2023-03-21 22:00:00+00:00,0.1,,0.0055,,0.042,12.0,,0.0005
2023-03-21 23:00:00+00:00,0.1,,0.0057,,0.041,11.0,6.8,0.0005
2023-03-22 00:00:00+00:00,0.1,,0.0063,,0.04,12.0,6.1,0.0005
2023-03-22 01:00:00+00:00,0.1,,0.0071,,0.04,11.0,6.4,0.0005
2023-03-22 02:00:00+00:00,0.1,,0.0047,,0.046,11.0,5.1,0.0004
2023-03-22 03:00:00+00:00,0.1,,0.0034,,0.046,12.0,4.6,0.0004
2023-03-22 04:00:00+00:00,0.1,,0.005,,0.043,2.0,5.3,0.0004
2023-03-22 05:00:00+00:00,0.1,,0.0039,,0.043,3.0,4.0,0.0004
2023-03-22 06:00:00+00:00,0.1,,0.0058,,0.04,6.0,4.5,0.0004
2023-03-22 07:00:00+00:00,0.0,,0.0026,,0.042,,3.0,0.0004
2023-03-22 08:00:00+00:00,0.0,,0.0041,,0.04,0.0,3.7,0.0004
2023-03-22 09:00:00+00:00,0.0,,0.002,,0.043,2.0,3.8,0.0004
2023-03-22 10:00:00+00:00,0.0,,0.0022,,0.045,0.0,4.2,0.0004
2023-03-22 11:00:00+00:00,0.0,,0.0018,,0.047,13.0,4.9,0.0004
2023-03-22 12:00:00+00:00,0.0,,0.0033,,,18.0,5.7,0.0004
2023-03-22 13:00:00+00:00,0.1,,0.005,,0.045,19.0,3.2,0.0004
2023-03-22 14:00:00+00:00,0.1,,0.0038,,0.047,1.0,2.7,0.0004
2023-03-22 15:00:00+00:00,0.1,,0.0096,,0.039,1.0,2.7,0.0004
2023-03-22 16:00:00+00:00,0.1,,0.0101,,0.038,5.0,3.1,0.0005
2023-03-22 17:00:00+00:00,0.1,,0.0047,,0.045,4.0,1.9,0.0005
2023-03-22 18:00:00+00:00,0.0,,,,0.055,9.0,1.8,0.0004
2023-03-22 19:00:00+00:00,0.1,,0.0024,,0.054,5.0,2.3,0.0004
2023-03-22 20:00:00+00:00,0.1,,0.0023,,0.053,5.0,2.6,0.0004
2023-03-22 21:00:00+00:00,0.1,,0.0031,,0.051,8.0,2.7,0.0005
2023-03-22 22:00:00+00:00,0.1,,0.0081,,0.045,12.0,3.8,0.0004
2023-03-22 23:00:00+00:00,0.1,,0.0091,,0.044,3.0,4.5,0.0004
2023-03-23 00:00:00+00:00,0.1,,0.0087,,0.045,-2.0,4.4,0.0004
2023-03-23 01:00:00+00:00,0.1,,0.0061,,0.046,5.0,3.8,0.0005
2023-03-24 02:00:00+00:00,0.1,,0.0085,,0.039,6.0,4.7,0.0004
2023-03-24 03:00:00+00:00,0.1,,0.0103,,0.036,10.0,4.7,0.0004
2023-03-24 04:00:00+00:00,0.1,,0.0072,,0.04,6.0,3.9,0.0003
2023-03-24 05:00:00+00:00,0.2,,0.0126,,0.032,5.0,5.1,0.0003
2023-03-24 06:00:00+00:00,0.2,,0.0178,,0.025,7.0,5.3,0.0003
2023-03-24 07:00:00+00:00,0.1,,0.0118,,0.032,5.0,4.1,0.0003
2023-03-24 08:00:00+00:00,0.1,,0.0125,,0.029,-1.0,5.1,0.0003
2023-03-24 09:00:00+00:00,0.1,,0.0149,,0.024,10.0,5.5,0.0003
2023-03-24 10:00:00+00:00,0.1,,0.0197,,0.018,4.0,4.9,0.0004
2023-03-24 11:00:00+00:00,0.1,,0.0154,,0.028,6.0,4.7,0.0003
2023-03-24 12:00:00+00:00,0.1,,0.0103,,0.034,9.0,5.6,0.0004
2023-03-24 13:00:00+00:00,0.1,,0.0149,,0.029,3.0,5.1,0.0003
2023-03-24 14:00:00+00:00,0.1,,0.0138,,0.032,5.0,4.0,0.0004
2023-03-24 15:00:00+00:00,0.1,,0.012,,0.034,1.0,3.4,0.0003
2023-03-24 16:00:00+00:00,0.2,,0.0166,,0.031,3.0,3.2,0.0004
2023-03-24 17:00:00+00:00,0.1,,0.0118,,0.037,4.0,2.5,0.0005
2023-03-24 18:00:00+00:00,0.1,,0.0054,,0.042,10.0,1.8,0.0004
2023-03-24 19:00:00+00:00,0.1,,0.0044,,0.046,-2.0,1.7,0.0004
2023-03-24 20:00:00+00:00,0.1,,0.0041,,0.045,4.0,2.0,0.0004
2023-03-24 21:00:00+00:00,0.1,,0.0039,,0.044,-3.0,1.7,0.0004
2023-03-24 22:00:00+00:00,0.1,,0.0022,,0.045,14.0,1.4,0.0004
2023-03-24 23:00:00+00:00,0.1,,0.0033,,0.042,6.0,1.5,0.0004
2023-03-25 00:00:00+00:00,0.1,,0.0028,,0.044,2.0,1.6,0.0004
2023-03-25 01:00:00+00:00,0.1,,0.0038,,0.044,9.0,1.8,0.0004
2023-03-25 02:00:00+00:00,0.1,,0.0045,,0.042,5.0,1.8,0.0003
2023-03-25 03:00:00+00:00,0.1,,0.0046,,0.042,7.0,2.3,0.0004
2023-03-25 04:00:00+00:00,0.1,,0.0058,,0.04,10.0,2.0,0.0005
2023-03-25 05:00:00+00:00,0.1,,0.0055,,0.039,6.0,1.9,0.0005
2023-03-25 06:00:00+00:00,0.1,,0.0044,,0.04,6.0,1.7,0.0004
2023-03-25 07:00:00+00:00,0.1,,0.009,,0.035,19.0,1.8,0.0007
2023-03-25 08:00:00+00:00,0.1,,0.0044,,0.04,43.0,1.8,0.0005
2023-03-25 09:00:00+00:00,0.1,,0.007,,0.036,40.0,1.9,0.0004
2023-03-25 10:00:00+00:00,0.1,,0.0047,,0.04,95.0,2.0,0.0007
2023-03-25 11:00:00+00:00,0.1,,0.005,,0.039,170.0,2.7,0.0004
2023-03-25 12:00:00+00:00,0.1,,,,0.038,40.0,1.8,0.0007
2023-03-25 13:00:00+00:00,0.1,,0.0054,,0.04,84.0,1.9,0.0007
2023-03-25 14:00:00+00:00,0.1,,0.0046,,0.041,13.0,1.5,0.0018
2023-03-25 15:00:00+00:00,0.1,,0.0049,,0.041,90.0,1.8,0.0009
2023-03-25 16:00:00+00:00,0.1,,0.0028,,0.043,119.0,1.9,0.0004
2023-03-25 17:00:00+00:00,0.1,,0.0027,,0.043,25.0,1.5,0.0005
2023-03-25 18:00:00+00:00,0.1,,0.002,,0.044,3.0,1.4,0.0006
2023-03-25 19:00:00+00:00,0.1,,0.0017,,0.045,10.0,1.8,0.0004
2023-03-25 20:00:00+00:00,0.1,,0.0015,,0.045,6.0,1.8,0.0005
2023-03-25 21:00:00+00:00,0.1,,0.0012,,0.045,0.0,1.9,0.0004
2023-03-25 22:00:00+00:00,0.1,,0.0012,,0.046,10.0,1.7,0.0005
2023-03-25 23:00:00+00:00,0.1,,0.0019,,0.044,9.0,1.7,0.001
2023-03-26 00:00:00+00:00,0.1,,0.0015,,0.044,5.0,2.2,0.0005
2023-03-26 01:00:00+00:00,0.1,,0.0017,,0.044,6.0,2.3,0.0004
2023-03-26 02:00:00+00:00,0.1,,0.0025,,0.043,5.0,2.5,0.0003
2023-03-26 03:00:00+00:00,0.1,,0.004,,0.041,8.0,2.7,0.0004
2023-03-26 04:00:00+00:00,0.1,,0.0109,,0.034,6.0,3.3,0.0004
2023-03-26 05:00:00+00:00,0.1,,0.0112,,0.032,15.0,3.1,0.0004
2023-03-26 06:00:00+00:00,0.1,,0.0075,,0.036,5.0,2.7,0.0004
2023-03-26 07:00:00+00:00,0.1,,0.0064,,0.037,2.0,2.7,0.0004
2023-03-26 08:00:00+00:00,0.1,,0.0054,,0.038,6.0,2.5,0.0004
2023-03-26 09:00:00+00:00,0.1,,0.0057,,0.038,-2.0,2.5,0.0003
2023-03-26 10:00:00+00:00,0.1,,0.0077,,0.036,5.0,2.4,0.0004
2023-03-26 11:00:00+00:00,0.1,,0.0077,,0.037,,2.5,0.0003
2023-03-26 12:00:00+00:00,0.1,,,,0.039,1.0,2.3,0.0003
2023-03-26 13:00:00+00:00,0.1,,0.0145,,0.03,9.0,2.5,0.0003
2023-03-26 14:00:00+00:00,0.1,,0.0128,,0.032,-2.0,2.6,0.0003
2023-03-26 15:00:00+00:00,0.1,,0.0101,,0.035,17.0,2.8,0.0003
2023-03-26 16:00:00+00:00,0.1,,0.0089,,0.033,2.0,3.4,0.0003
2023-03-26 17:00:00+00:00,0.1,,0.0079,,0.038,-2.0,4.6,0.0004
2023-03-26 18:00:00+00:00,0.1,,0.0058,,0.04,-4.0,4.1,0.0005
2023-03-26 19:00:00+00:00,0.1,,0.0031,,0.043,-3.0,3.6,0.0006
2023-03-26 20:00:00+00:00,0.0,,0.0013,,0.045,7.0,3.6,0.0004
2023-03-26 21:00:00+00:00,0.1,,0.0013,,0.044,2.0,3.3,0.0004
2023-03-26 22:00:00+00:00,0.0,,0.0016,,0.043,2.0,3.8,0.0003
2023-03-26 23:00:00+00:00,0.1,,0.002,,0.043,5.0,3.2,0.0004
2023-03-27 00:00:00+00:00,0.1,,0.0022,,0.043,6.0,3.2,0.0004
2023-03-27 01:00:00+00:00,0.1,,0.0042,,0.041,4.0,4.2,0.0004
2023-03-27 02:00:00+00:00,0.1,,0.0046,,0.041,6.0,3.8,0.0004
2023-03-27 03:00:00+00:00,0.1,,0.0086,,0.036,9.0,3.7,0.0004
2023-03-27 04:00:00+00:00,0.1,,0.0089,,0.036,-1.0,2.4,0.0004
2023-03-27 05:00:00+00:00,0.1,,0.0068,,0.038,5.0,2.8,0.0003
2023-03-27 06:00:00+00:00,0.1,,0.0073,,0.037,1.0,2.9,0.0003
2023-03-27 07:00:00+00:00,0.1,,0.0068,,0.036,5.0,2.7,0.0003
2023-03-27 08:00:00+00:00,0.1,,0.0079,,0.035,1.0,3.5,0.0003
2023-03-27 09:00:00+00:00,0.1,,0.0044,,0.04,1.0,3.4,0.0003
2023-03-27 10:00:00+00:00,0.1,,0.0069,,0.037,0.0,3.8,0.0003
2023-03-27 11:00:00+00:00,0.1,,0.0071,,0.036,1.0,4.3,0.0003
2023-03-27 12:00:00+00:00,0.1,,0.0056,,0.038,4.0,3.7,0.0003
2023-03-27 13:00:00+00:00,,,0.007,,0.036,0.0,3.6,0.0003
2023-03-27 14:00:00+00:00,0.1,,0.0096,,0.033,4.0,3.2,0.0003
2023-03-27 15:00:00+00:00,0.1,,0.0088,,0.034,4.0,3.4,0.0003
2023-03-27 16:00:00+00:00,0.1,,0.006,,0.037,,2.9,0.0003
2023-03-27 17:00:00+00:00,0.1,,0.0071,,0.036,2.0,3.0,0.0003
2023-03-27 18:00:00+00:00,0.1,,0.0073,,0.036,10.0,3.7,0.0003
2023-03-27 19:00:00+00:00,0.1,,0.0061,,0.037,-1.0,4.3,0.0004
2023-03-27 20:00:00+00:00,0.1,,0.0056,,0.038,14.0,4.7,0.0004
2023-03-27 21:00:00+00:00,0.1,,0.0036,,0.041,7.0,4.0,0.0004
2023-03-27 22:00:00+00:00,0.1,,0.0043,,0.041,3.0,4.1,0.0004
2023-03-27 23:00:00+00:00,0.1,,0.0041,,0.042,10.0,4.0,0.0004
2023-03-28 00:00:00+00:00,0.1,,0.0064,,0.04,13.0,4.9,0.0004
2023-03-28 01:00:00+00:00,0.1,,0.0064,,0.04,14.0,5.2,0.0003
2023-03-28 02:00:00+00:00,0.1,,0.0075,,0.039,15.0,5.1,0.0003
2023-03-28 03:00:00+00:00,0.1,,0.0067,,0.041,8.0,5.0,0.0003
2023-03-28 04:00:00+00:00,0.1,,0.0053,,0.043,5.0,4.6,0.0003
2023-03-28 05:00:00+00:00,0.1,,0.0048,,0.043,10.0,4.1,0.0003
2023-03-28 06:00:00+00:00,0.1,,0.0043,,0.044,0.0,3.6,0.0003
2023-03-28 07:00:00+00:00,0.1,,0.0036,,0.044,2.0,2.5,0.0003
2023-03-28 08:00:00+00:00,0.1,,0.0034,,0.044,,2.2,0.0003
2023-03-28 09:00:00+00:00,0.1,,0.0045,,0.042,17.0,2.6,0.0003
2023-03-28 10:00:00+00:00,0.1,,0.0071,,0.039,2.0,3.0,0.0003
2023-03-28 11:00:00+00:00,0.1,,0.0049,,0.041,4.0,2.4,0.0003
2023-03-28 12:00:00+00:00,0.1,,0.0067,,0.039,4.0,2.4,
2023-03-28 13:00:00+00:00,0.2,,0.0197,,0.026,,3.6,
2023-03-28 14:00:00+00:00,0.5,,0.0263,,0.02,,3.6,0.0001
2023-03-28 15:00:00+00:00,0.4,,0.0171,,0.031,,4.6,-0.0003
2023-03-28 16:00:00+00:00,0.2,,0.0103,,0.038,,4.4,
2023-03-28 17:00:00+00:00,0.1,,0.0079,,0.039,,5.4,0.0003
2023-03-28 18:00:00+00:00,0.1,,0.0074,,0.039,,5.6,0.0004
2023-03-28 19:00:00+00:00,0.1,,0.0065,,0.041,,5.2,0.0005
2023-03-28 20:00:00+00:00,0.1,,0.0043,,0.046,,5.1,0.0005
2023-03-28 21:00:00+00:00,0.1,,0.0043,,0.048,,5.7,0.0004
2023-03-28 22:00:00+00:00,0.1,,0.0026,,0.051,,5.8,0.0004
2023-03-28 23:00:00+00:00,0.1,,0.0028,,0.051,,5.6,0.0004
2023-03-29 00:00:00+00:00,0.1,,0.0029,,0.05,,5.9,0.0004
2023-03-29 01:00:00+00:00,0.1,,0.0033,,0.049,,5.9,0.0004
2023-03-29 02:00:00+00:00,0.1,,0.0073,,0.043,,5.7,0.0004
2023-03-29 03:00:00+00:00,0.1,,0.0089,,0.04,,5.1,0.0004
2023-03-29 04:00:00+00:00,0.1,,0.0071,,0.042,,5.2,0.0004
2023-03-29 05:00:00+00:00,0.1,,0.005,,0.044,,4.9,0.0004
2023-03-29 06:00:00+00:00,0.1,,0.0054,,0.042,,4.7,0.0004
2023-03-29 07:00:00+00:00,0.1,,0.0057,,0.039,,4.6,0.0004
2023-03-29 08:00:00+00:00,0.0,,0.0043,,0.042,,4.4,0.0004
2023-03-29 09:00:00+00:00,0.1,,0.0064,,0.036,,4.0,0.0004
2023-03-29 10:00:00+00:00,0.1,,0.0105,,0.03,,3.9,0.0004
2023-03-29 11:00:00+00:00,0.1,,0.0102,,0.032,4.0,3.7,0.0004
2023-03-29 12:00:00+00:00,0.1,,0.0107,,,13.0,3.7,0.0004
2023-03-29 13:00:00+00:00,0.1,,0.0164,,0.027,13.0,3.9,0.0005
2023-03-29 14:00:00+00:00,0.2,,0.0226,,0.021,21.0,4.2,
2023-03-29 15:00:00+00:00,0.2,,0.0223,,0.023,45.0,4.0,0.0006
2023-03-29 16:00:00+00:00,0.2,,0.0174,,0.027,10.0,2.5,0.0006
2023-03-29 17:00:00+00:00,0.1,,0.0144,,0.03,24.0,3.2,0.0006
2023-03-29 18:00:00+00:00,0.0,0.0017,0.0048,0.0063,0.044,36.0,1.7,0.0005
2023-03-29 19:00:00+00:00,0.0,0.0018,0.0022,0.0038,0.046,13.0,1.7,0.0005
2023-03-29 20:00:00+00:00,0.0,0.0018,0.0022,0.0039,0.047,14.0,1.9,
2023-03-29 21:00:00+00:00,0.0,0.0014,0.002,0.0032,0.05,16.0,2.0,0.0004
2023-03-29 22:00:00+00:00,0.0,0.0012,0.0018,0.0029,0.049,45.0,2.3,0.0004
2023-03-29 23:00:00+00:00,0.1,0.0015,0.0037,0.0051,0.047,29.0,2.8,0.0005
2023-03-30 00:00:00+00:00,0.1,0.0017,0.0034,0.0049,0.047,36.0,2.7,0.0005
2023-03-30 01:00:00+00:00,0.1,0.0013,0.0032,0.0044,0.046,51.0,3.1,0.0005
2023-03-30 02:00:00+00:00,0.0,0.0008,0.003,0.0036,0.041,32.0,4.0,0.0005
2023-03-30 03:00:00+00:00,0.0,0.0008,0.0034,0.0041,0.04,12.0,2.9,0.0005
2023-03-30 04:00:00+00:00,0.0,0.0007,0.003,0.0035,0.043,12.0,2.6,0.0005
2023-03-30 05:00:00+00:00,0.0,0.0007,0.0035,0.004,0.044,3.0,1.8,0.0005
2023-03-30 06:00:00+00:00,0.0,0.0007,0.0042,0.0047,0.045,2.0,1.9,0.0004
2023-03-30 07:00:00+00:00,0.1,0.0007,0.0099,0.0104,0.037,4.0,2.4,0.0004
2023-03-30 08:00:00+00:00,0.1,0.0009,0.0143,0.0151,0.031,0.0,2.4,0.0004
2023-03-30 09:00:00+00:00,0.1,0.0013,0.0154,0.0166,0.027,3.0,2.5,0.0004
2023-03-30 10:00:00+00:00,0.1,0.0008,0.0103,0.011,0.037,2.0,2.1,0.0004
2023-03-30 11:00:00+00:00,0.1,0.0009,0.009,0.0097,0.04,-1.0,1.9,0.0004
2023-03-30 12:00:00+00:00,0.1,0.0009,0.0068,0.0075,0.046,4.0,1.7,0.0004
2023-03-30 13:00:00+00:00,0.1,0.0009,0.0109,0.0116,0.041,2.0,1.9,0.0004
2023-03-30 14:00:00+00:00,0.1,0.0016,0.0213,0.0229,0.031,7.0,2.6,0.0005
2023-03-30 15:00:00+00:00,0.2,0.0038,0.0298,0.0336,0.024,9.0,3.1,0.0006
2023-03-30 16:00:00+00:00,0.2,0.0042,0.0227,0.0269,0.032,24.0,2.6,0.0006
2023-03-30 17:00:00+00:00,0.1,0.0028,0.0126,0.0153,0.042,7.0,1.9,0.0005
2023-03-30 18:00:00+00:00,0.1,0.0018,0.0083,0.0099,0.046,1.0,2.0,0.0005
2023-03-30 19:00:00+00:00,0.1,0.0017,0.0065,0.0081,0.047,-2.0,1.5,0.0005
2023-03-30 20:00:00+00:00,0.1,,,,0.044,11.0,1.8,0.0005
2023-03-30 21:00:00+00:00,0.1,,,,0.045,0.0,1.9,0.0004
2023-03-30 22:00:00+00:00,0.1,,,,0.047,,1.9,0.0005
2023-03-30 23:00:00+00:00,0.1,,,,0.046,14.0,1.9,0.0005
2023-03-31 00:00:00+00:00,0.1,0.0018,0.0052,0.0068,0.044,7.0,2.0,0.0004
2023-03-31 01:00:00+00:00,0.1,0.002,0.0071,0.0089,0.042,7.0,4.4,0.0004
2023-03-31 02:00:00+00:00,0.1,0.001,0.0067,0.0075,0.042,3.0,2.3,0.0004
2023-03-31 03:00:00+00:00,0.1,0.0008,0.0068,0.0074,0.041,11.0,2.0,0.0004
2023-03-31 04:00:00+00:00,0.1,0.0013,0.0122,0.0134,0.034,4.0,2.6,0.0004
2023-03-31 05:00:00+00:00,0.1,0.001,0.0103,0.0112,0.035,13.0,2.4,0.0004
2023-03-31 06:00:00+00:00,0.1,0.0009,0.0105,0.0113,0.035,2.0,2.5,0.0004
2023-03-31 07:00:00+00:00,0.1,0.0007,0.0064,0.0069,0.039,3.0,2.0,0.0004
2023-03-31 08:00:00+00:00,0.1,0.0007,0.0083,0.0088,0.036,-2.0,2.2,0.0004
2023-03-31 09:00:00+00:00,0.1,0.0007,0.0056,0.0061,0.039,5.0,1.7,0.0003
2023-03-31 10:00:00+00:00,0.1,0.0007,0.005,0.0056,0.04,0.0,1.5,0.0004
2023-03-31 11:00:00+00:00,0.1,0.0008,0.0061,0.0067,0.039,5.0,1.5,0.0004
2023-03-31 12:00:00+00:00,0.1,0.0009,0.0062,0.0069,0.039,4.0,1.4,0.0003
2023-03-31 13:00:00+00:00,0.1,0.0009,0.0071,0.0079,0.038,,1.4,0.0004
2023-03-31 14:00:00+00:00,0.1,0.001,0.0092,0.0101,0.036,6.0,1.4,0.0004
2023-03-31 15:00:00+00:00,0.2,0.0027,0.018,0.0207,0.026,2.0,1.9,0.0004
2023-03-31 16:00:00+00:00,0.2,0.003,0.0148,0.0176,0.032,-2.0,2.4,0.0004
2023-03-31 17:00:00+00:00,0.1,0.0031,0.0113,0.0142,0.035,2.0,3.6,0.0004
2023-03-31 18:00:00+00:00,0.1,0.0029,0.0078,0.0106,0.039,7.0,3.5,0.0004
2023-03-31 19:00:00+00:00,0.1,0.0036,0.0083,0.0117,0.039,6.0,3.5,0.0004
2023-03-31 20:00:00+00:00,0.1,0.0031,0.0053,0.0082,0.044,0.0,3.0,0.0004
2023-03-31 21:00:00+00:00,0.1,0.0025,0.005,0.0074,0.043,5.0,3.3,0.0004
2023-03-31 22:00:00+00:00,0.1,0.003,0.0051,0.0079,0.045,-4.0,3.4,0.0004
2023-03-31 23:00:00+00:00,0.1,0.0017,0.004,0.0056,0.045,6.0,2.7,0.0004
2023-04-01 00:00:00+00:00,0.1,0.0019,0.0049,0.0066,0.044,9.0,2.6,0.0004
2023-04-01 01:00:00+00:00,0.1,0.0017,0.0056,0.0071,0.043,7.0,3.0,0.0004
2023-04-01 02:00:00+00:00,0.1,0.0015,0.0114,0.0128,0.034,18.0,3.6,0.0004
2023-04-01 03:00:00+00:00,0.2,0.0035,0.0234,0.0269,0.019,19.0,4.8,0.0004
2023-04-01 04:00:00+00:00,0.2,0.0032,0.0208,0.0239,0.021,19.0,3.8,0.0004
2023-04-01 05:00:00+00:00,0.2,0.0048,0.0231,0.0279,0.015,12.0,3.4,0.0004
2023-04-01 06:00:00+00:00,0.2,0.0039,0.0147,0.0185,0.026,7.0,2.9,0.0004
2023-04-01 07:00:00+00:00,0.1,0.0015,0.0118,0.0133,0.028,5.0,2.7,0.0003
2023-04-01 08:00:00+00:00,0.1,0.0024,0.0157,0.018,0.024,-1.0,2.2,0.0004
